statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
count,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0
null_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.3381887043264762,0.015356200527704486,0.0466754617414248,0.09559366754617417,0.2301161720182705,0.41359287835033887,0.015356200527704486,0.0466754617414248,0.09559366754617417,0.23100791556728237,0.28559489520249115,0.46736352701379874,-0.023614293440387634,0.9768132215824278,703.1530343007915,1656.0369393139842,0.5712200294043284,0.7931038462680218,0.09796214646842247,0.07220084345985528,0.10727429824406993,0.0722008433812212,0.10727429816543584,0.5267019862017113,0.5763396244804756,0.5847285942036049,0.6073999373976244,0.39979875270288856
std,0.1449717417874742,0.017383543952273792,0.01943726047295858,0.02130289400826277,0.03573065938248276,0.14170645015450123,0.017383543952273792,0.01943726047295858,0.02130289400826277,0.0340765934754682,4.478183524029505e-17,0.26140376292501577,0.1315166884147288,0.013345050016466013,248.6836089594714,52.501082953043294,0.15485018222056912,0.04161960297869201,0.16949583847082608,0.024281937859639818,0.0060383860307209915,0.02428193762428739,0.006038386076512307,0.28867806260251266,0.27156615716505944,0.2795674548035403,1.5512882778473888e-16,7.756441389236944e-17
min,0.09859154929577464,0.0,0.0,0.05,0.09859154929577464,0.15389294403892945,0.0,0.0,0.05,0.096,0.2855948952024913,0.05167173252279635,-0.3396878278679984,0.9096340552651232,263.0,1445.0,0.2374138771284208,0.6356482079738512,-0.2564084231853485,0.05234314128756523,0.09691055119037628,0.05234314128756523,0.09691055119037628,0.01055408970976257,0.0026385224274406704,0.02110817941952503,0.6073999373976243,0.3997987527028889
25%,0.23196881091617932,0.0,0.03,0.08,0.216,0.30542168674698794,0.0,0.03,0.08,0.216,0.2855948952024913,0.21118721461187215,-0.12290538117815043,0.9695431472081218,518.0,1638.0,0.4564698899667864,0.7647192216348732,-0.03175989165902138,0.06407934427261353,0.10289403051137924,0.06407934427261353,0.10289403051137924,0.2849604221635884,0.366754617414248,0.3720316622691293,0.6073999373976243,0.3997987527028889
50%,0.30474732006125577,0.02,0.05,0.095,0.234,0.38743781094527363,0.02,0.05,0.095,0.234,0.2855948952024913,0.45529573590096284,-0.019208066215342923,0.9776951672862454,656.0,1660.0,0.5510466058779709,0.7874932640521657,0.07623253762722015,0.06950660049915314,0.10647080838680267,0.06950660049915314,0.10647080093622208,0.5435356200527705,0.604221635883905,0.5936675461741425,0.6073999373976243,0.3997987527028889
75%,0.42105263157894735,0.02,0.06,0.11,0.254,0.5020673360897815,0.02,0.06,0.11,0.254,0.2855948952024913,0.7290322580645161,0.09012249479929615,0.9870967741935484,855.0,1686.0,0.6829693264832275,0.8186692414634738,0.20266661047935486,0.07503063976764679,0.11107951402664185,0.07503063976764679,0.11107951402664185,0.7810026385224275,0.8179419525065963,0.8364116094986808,0.6073999373976243,0.3997987527028889
max,0.7971929824561403,0.12,0.13,0.175,0.312,0.8154302670623146,0.12,0.13,0.175,0.312,0.2855948952024913,0.8782051282051282,0.30473708761444135,0.9979919678714859,1425.0,1874.0,0.9229311259158868,0.9289641732003813,0.6112464666366577,0.4467320144176483,0.13914024829864502,0.4467320144176483,0.13914024829864502,1.0,1.0,1.0,0.6073999373976243,0.3997987527028889
