statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
count,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0
null_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.36033986469008616,0.010131926121372032,0.03968337730870713,0.08441952506596309,0.22945689445588727,0.453336425578025,0.010131926121372032,0.03968337730870713,0.08441952506596309,0.22955145118733505,0.2582509557524837,0.4776474680825516,-0.021396074559897352,0.9713172505910973,761.7730870712401,1627.7018469656991,0.6106851463449439,0.7961170628178132,0.1834995506640332,0.08176993152082439,0.12352578347858464,0.08176993156014142,0.12352578347858464,0.5273007010533205,0.6254133569106313,0.584937448221608,0.6735929837604799,0.48924130542578687
std,0.13526571771008575,0.013752672053396902,0.021217069428280083,0.02233832540242046,0.028786555286793074,0.12788044084504818,0.013752672053396902,0.021217069428280083,0.02233832540242046,0.02843091258149352,0.0,0.2466510603319034,0.12436870778227514,0.01910029548954527,226.2856536582819,91.63291310318284,0.134833554628916,0.04411964694227175,0.13990201977829286,0.01768344637029561,0.007069042393410214,0.017683446476513598,0.007069042521768346,0.28466778538483706,0.27048440500947507,0.28444150307495214,1.5512882778473888e-16,0.0
min,0.12542372881355932,0.0,0.0,0.025,0.12542372881355932,0.1867273910214704,0.0,0.0,0.025,0.134,0.2582509557524837,0.07407407407407407,-0.3510681911504339,0.8625162127107653,295.0,1325.0,0.28809277521019466,0.6435389364919355,-0.16444584727287292,0.06476331502199173,0.1088332086801529,0.06476331502199173,0.1088332086801529,0.0079155672823219,0.0026385224274406704,0.0158311345646438,0.6735929837604796,0.48924130542578703
25%,0.26629680998613037,0.0,0.02,0.07,0.212,0.3604727511490479,0.0,0.02,0.07,0.212,0.2582509557524837,0.25316455696202533,-0.11269888990443648,0.9634703196347032,596.0,1583.0,0.5135075063115827,0.7648697723765772,0.08596816658973694,0.07519154250621796,0.11848945915699005,0.07519154250621796,0.11848945915699005,0.29023746701846964,0.44854881266490765,0.3403693931398417,0.6735929837604796,0.48924130542578703
50%,0.33242506811989103,0.0,0.04,0.085,0.23,0.4346485819975339,0.0,0.04,0.085,0.23,0.2582509557524837,0.4727979274611399,-0.02690577242456544,0.9745331069609507,727.0,1641.0,0.601006648773199,0.7887517866888432,0.20391398668289185,0.07821375131607056,0.12286143004894257,0.07821375131607056,0.12286143004894257,0.5356200527704486,0.6701846965699209,0.6253298153034301,0.6735929837604796,0.48924130542578703
75%,0.4220994475138122,0.02,0.05,0.1,0.248,0.5231362467866324,0.02,0.05,0.1,0.248,0.2582509557524837,0.7064748201438849,0.09803476776361719,0.9846335697399528,883.0,1693.0,0.69252183709583,0.8263552885839687,0.27634766697883606,0.08410058915615082,0.12780633568763733,0.08410058915615082,0.12780633568763733,0.7757255936675462,0.841688654353562,0.8232189973614776,0.6735929837604796,0.48924130542578703
max,0.8281452658884566,0.06,0.11,0.15,0.328,0.8411104548139398,0.06,0.11,0.15,0.328,0.2582509557524837,0.8973509933774835,0.2139869915223052,0.998046875,1542.0,1863.0,0.9379258788083378,0.9280294727866134,0.5846442580223083,0.3087598979473114,0.16377124190330505,0.3087598979473114,0.16377124190330505,1.0,1.0,1.0,0.6735929837604796,0.48924130542578703
