cell_name,statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
c4,mean,0.46853660521582974,0.03467018469656992,0.07401055408970972,0.12036939313984168,0.31438352825918303,0.46729025131249985,0.03467018469656992,0.07401055408970972,0.12036939313984168,0.314532981530343,0.4002501498408585,0.5045939912979925,-0.08259086802429437,0.9671484352855992,760.0554089709763,1565.3905013192611,0.6348490542731329,0.8115014741135427,0.210673515398779,0.09307438751441822,0.12397745267382398,0.09307438743578413,0.12397745265416546,0.579026879512117,0.5992509102554284,0.6229836885011939,0.4924326141254621,0.27343270558633065
c17,mean,0.4635610999035725,0.04131926121372033,0.07530343007915563,0.1362401055408971,0.31862329616029816,0.43117987619454057,0.04131926121372033,0.07530343007915563,0.1362401055408971,0.3186860158311346,0.17685826204467436,0.511457087345244,-0.036650069623980125,0.9768010823962263,732.0263852242743,1657.1978891820581,0.5917440327689265,0.7894558324417491,0.19311605692296818,0.07645085995579458,0.1171227126605907,0.07645085977886787,0.11712271264093217,0.5204990218670157,0.5628476549174678,0.5436957414665728,0.5927573266891167,0.4304932283853737
c18,mean,0.3695166523700222,0.042005277044854884,0.07802110817941948,0.1272954866613894,0.2835884648698828,0.3657863355584004,0.042005277044854884,0.07802110817941948,0.1271635883905013,0.2875883905013193,-0.035403140096618234,0.3722109959214047,-0.13242109450995762,0.9324225311088822,550.7546174142481,1413.263852242744,0.5177076800716824,0.8050773513797256,0.15091433349565547,0.05630270394651431,0.08038964405616544,0.056302704054636186,0.08038964415445805,0.525650754311095,0.5456380838340028,0.5538878175451298,0.47249678185945226,0.3953907021296204
c19,mean,0.4072410163787693,0.019472295514511878,0.04065963060686015,0.08419525065963065,0.23692886174948258,0.5004823426352656,0.019472295514511878,0.04065963060686015,0.08419525065963065,0.23691292875989445,0.22926942208433818,0.44754527465352006,-0.1789404792772067,0.9717265657493054,860.0712401055409,1665.0817941952507,0.6353991608945763,0.779240958282419,0.23442124357044028,0.11524576426417343,0.13526933117324885,0.11524576410690524,0.13526933119290738,0.5257969521236974,0.5736175604458337,0.5482348354578428,0.39857004216463265,0.13689140347028342
c20,mean,0.3762894370495014,0.015039577836411612,0.04240105540897097,0.09242930625516378,0.2412531175359293,0.44208221803533054,0.015039577836411612,0.04240105540897097,0.0924274406332454,0.24239577836411616,0.019298776615081784,0.3905254470331439,-0.09940998764156442,0.9714387975044165,756.2137203166227,1659.1873350923483,0.5807717939107747,0.7826251101159434,0.19372543374581463,0.05597286442378266,0.08538795972247866,0.05597286442378266,0.08538795966350309,0.5378130199594824,0.5972389498819974,0.6167807241664984,0.6262142964728896,0.2875948207268197
c22,mean,0.42515607648448506,0.015567282321899738,0.04870712401055409,0.0986939313984169,0.24597453497486693,0.48898275021076987,0.015567282321899738,0.04870712401055409,0.0986939313984169,0.245915567282322,0.16656636208043452,0.39656070956826206,-0.06707339305982885,0.9771257954424615,855.2374670184696,1704.358839050132,0.6120484452382999,0.7666013188346426,0.1489307156052578,0.04467813531059703,0.08906633159180115,0.044678135379401865,0.08906633151316706,0.5271962740443189,0.5561782499425652,0.5483810332704451,0.6054158337900144,0.31390248518727454
c23,mean,0.26186310442915434,0.014617414248021111,0.0374934036939314,0.08959925469190262,0.20992434179766092,0.3332112597965973,0.014617414248021111,0.0374934036939314,0.08967018469656995,0.2126121372031662,0.23610508900108582,0.5086410507546998,-0.041029289790635984,0.9583113167474805,526.8759894459102,1514.820580474934,0.4792569287031784,0.7919372008035926,0.15176000838975193,0.06948861454203135,0.10520858107267395,0.0694886146304947,0.10520858091540576,0.5176586072221719,0.554479570596139,0.5233881691160601,0.6015136209424596,0.3440025576661208
c24,mean,0.36033986469008616,0.010131926121372032,0.03968337730870713,0.08441952506596309,0.22945689445588727,0.453336425578025,0.010131926121372032,0.03968337730870713,0.08441952506596309,0.22955145118733505,0.2582509557524837,0.4776474680825516,-0.021396074559897352,0.9713172505910973,761.7730870712401,1627.7018469656991,0.6106851463449439,0.7961170628178132,0.1834995506640332,0.08176993152082439,0.12352578347858464,0.08176993156014142,0.12352578347858464,0.5273007010533205,0.6254133569106313,0.584937448221608,0.6735929837604799,0.48924130542578687
c31,mean,0.47682653554834037,0.04532981530343009,0.08055408970976254,0.12737467018469656,0.3231518648069615,0.45691295994644054,0.04532981530343009,0.08055408970976254,0.12737467018469656,0.3234248021108179,0.25406203553923035,0.4568881374266751,-0.07693124399183286,0.9689365581111795,761.1583113456464,1607.7493403693932,0.5995793643614171,0.7880506954140902,0.269396248339899,0.08574759262296959,0.11383144989963571,0.08574759318323752,0.11383144999792834,0.5423033813465514,0.5790547267145174,0.5800293787985326,0.5517807024357683,0.3807158255339815
c38,mean,0.3381887043264762,0.015356200527704486,0.0466754617414248,0.09559366754617417,0.2301161720182705,0.41359287835033887,0.015356200527704486,0.0466754617414248,0.09559366754617417,0.23100791556728237,0.28559489520249115,0.46736352701379874,-0.023614293440387634,0.9768132215824278,703.1530343007915,1656.0369393139842,0.5712200294043284,0.7931038462680218,0.09796214646842247,0.07220084345985528,0.10727429824406993,0.0722008433812212,0.10727429816543584,0.5267019862017113,0.5763396244804756,0.5847285942036049,0.6073999373976244,0.39979875270288856
