cell_name,statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
c4,mean,0.17480996445586444,0.020439753737906775,0.04156711381411356,0.0720647202301254,0.1382888841904261,0.2674939317023978,0.020457343887423048,0.04158311345646438,0.07208883025505718,0.13769041336851365,0.3369456790484134,0.4701764534764976,0.24342531343110876,0.9835048773819703,539.1451187335092,1986.123131046614,0.2620046528958617,0.4773866650780569,0.2417128242175057,0.19859816363980715,0.1436112311684257,0.1985981639674492,0.14361123133224674,0.5850209898288092,0.5481056553800409,0.5421525423335491,0.09891643174149152,0.27710207954714755
c17,mean,0.17972394726885257,0.02383465259454706,0.04780123131046613,0.07962606286896227,0.14914647736900252,0.27008489463856167,0.023852242744063328,0.04784520668425681,0.07963940193491643,0.14749164467897977,0.24723289504794005,0.4811624604718596,0.24385892485100596,0.986624134642755,543.6939313984169,1987.9938434476694,0.26652073190171643,0.48525908915900234,0.23484833527853174,0.07750137132594957,0.09896774287274142,0.07750137135216092,0.09896774280066016,0.6292291971728902,0.6008265977912528,0.5921382706423189,0.08493603165068633,0.310965404289663
c18,mean,0.12444401619284098,0.0235387323943662,0.04627425785625387,0.06606622714984561,0.10670325232534841,0.17857408812878697,0.0235387323943662,0.04632922535211268,0.0654225352112676,0.1035475352112676,0.11804044710471535,0.5171934780187991,0.39162888192638595,0.9822232330649767,360.13204225352115,1988.2834507042253,0.17442070558381817,0.4740750131826642,0.17073899577242396,0.11449811874862603,0.11044656938519067,0.114498118597778,0.11044656935239762,0.5383356476889506,0.5233243652053164,0.5240512175163657,0.17209967477911545,0.28907610043032633
c23,mean,0.1059450749465534,0.02404573438874231,0.03915945493286409,0.06258993428781065,0.09246198073669512,0.17302496681547394,0.024098504837291115,0.03935795954265611,0.06275725593667547,0.08810729991204926,0.17401280279184075,0.5264619706593691,0.28120984683640954,0.9711881230786104,351.50835532102025,1980.1345646437994,0.1670167753567509,0.46332794743584654,0.17793507939656875,0.19563046635416065,0.13558616066513715,0.19563046642296547,0.13558616071755988,0.5333489587080136,0.5256786015134955,0.5170397805021624,0.147582593245131,0.29630847571841046
c24,mean,0.17302855842019083,0.032313104661389626,0.054671085779265195,0.0792520321766742,0.13405341952599606,0.27737822936266265,0.032313104661389626,0.054705364995602454,0.07920844327176779,0.13198592788038696,0.26155483168095683,0.4969833813532994,0.28623390561907736,0.9812032210001856,559.3430079155672,1982.3324538258576,0.27176638870636255,0.4767482136970159,0.211910726555498,0.08278149748081792,0.10814330036192477,0.08278149735631393,0.10814330029639636,0.6272667429370599,0.5918551574179145,0.5927315707601282,0.17458717744645805,0.2983406849438905
c31,mean,0.18973112781745777,0.02494283201407212,0.052832014072119605,0.08592096053765129,0.1493370752631785,0.2734563703804123,0.02494283201407212,0.05286719437115215,0.08594107299912049,0.1466033421284081,0.14941328217141378,0.4777838327687371,0.3081081719790232,0.9901147588972211,549.1917326297273,1991.0008795074757,0.27054892835125693,0.4876688614604158,0.29412975763019894,0.10014104103651504,0.09905056453579439,0.10014104110204346,0.0990505646013228,0.5963091627351832,0.5704329234379847,0.5912363306979049,0.12075193473643733,0.31894318735455746
c38,mean,0.167476871444776,0.023221830985915494,0.04736822449850618,0.08172588561502285,0.13135969432701536,0.24571230623409646,0.023221830985915494,0.04743838028169014,0.08172095070422535,0.12612323943661974,0.2573487285508503,0.4525507754883611,0.2285226005505541,0.9774549905028386,496.8882042253521,1982.9198943661972,0.2399639765558406,0.4721307064664242,0.16460522951757398,0.0605252848341274,0.08788937289582592,0.06052528470787417,0.08788937290894314,0.6417137286748661,0.5893656392580837,0.6269752095318388,0.15782740816926746,0.29342430344101134
