statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
count,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0
null_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.18973112781745777,0.02494283201407212,0.052832014072119605,0.08592096053765129,0.1493370752631785,0.2734563703804123,0.02494283201407212,0.05286719437115215,0.08594107299912049,0.1466033421284081,0.14941328217141378,0.4777838327687371,0.3081081719790232,0.9901147588972211,549.1917326297273,1991.0008795074757,0.27054892835125693,0.4876688614604158,0.29412975763019894,0.10014104103651504,0.09905056453579439,0.10014104110204346,0.0990505646013228,0.5963091627351832,0.5704329234379847,0.5912363306979049,0.12075193473643733,0.31894318735455746
std,0.1059703993651012,0.024534778493090798,0.02348735265542639,0.021696299052506276,0.042770671446023555,0.11344324705286579,0.024534778493090798,0.023415508628304913,0.021490315782677762,0.04543434850453578,1.2379847427777154e-17,0.08243267988679717,0.16412295859750098,0.006873986770760221,226.32441232595525,23.449657628369717,0.11406226629461008,0.012488637581855097,0.20873979492358388,0.1771514617361288,0.027771580034578344,0.17715145427231924,0.027771579937098865,0.27680147015264533,0.28082811174670236,0.2904420137229987,0.0,2.4759694855554308e-17
min,0.0,0.0,0.0,0.0,0.0,0.006975269499048827,0.0,0.0,0.0,0.004,0.14941328217141378,0.170439414114514,-0.22112095515483204,0.9166666666666666,12.0,1577.0,0.009037962178944398,0.4395309686007361,-0.3202820420265198,0.03991931304335594,0.07564178109169006,0.03991931304335594,0.07564178109169006,0.0008795074758135568,0.0008795074758135568,0.004397537379067673,0.12075193473643732,0.3189431873545575
25%,0.12277227722772277,0.0,0.04,0.07,0.1222707423580786,0.19849624060150375,0.0,0.04,0.07,0.116,0.14941328217141378,0.41629955947136565,0.19213292239637653,0.9875,399.0,1993.0,0.19478813461509015,0.4829203949165407,0.14038190245628357,0.056805048137903214,0.08693522214889526,0.056805048137903214,0.08693522214889526,0.4001759014951627,0.3526824978012313,0.34740545294635006,0.12075193473643732,0.3189431873545575
50%,0.1595959595959596,0.02,0.05,0.085,0.15,0.25187781672508763,0.02,0.05,0.085,0.148,0.14941328217141378,0.48623853211009177,0.32285697211189096,0.9915540540540541,506.0,1994.0,0.24805865125690435,0.4881478370317297,0.327205091714859,0.07311248034238815,0.09299319237470627,0.07311248034238815,0.09299318492412567,0.6358839050131926,0.6015831134564644,0.6341248900615655,0.12075193473643732,0.3189431873545575
75%,0.22028985507246376,0.04,0.07,0.1,0.176,0.32915831663326656,0.04,0.07,0.1,0.176,0.14941328217141378,0.5406824146981627,0.42449184315637206,0.9945255474452555,660.0,1996.0,0.32646820869175713,0.4919505509349892,0.4635918140411377,0.09480862319469452,0.10097228735685349,0.09480862319469452,0.10097228735685349,0.8284960422163589,0.8135444151275286,0.8469656992084433,0.12075193473643732,0.3189431873545575
max,0.7641449459631278,0.18,0.15,0.165,0.318,0.7859649122807018,0.18,0.15,0.165,0.318,0.14941328217141378,0.7125748502994012,0.6903491755292883,1.0,1573.0,1999.0,0.7850021563026257,0.6515551643192488,0.7704963088035583,4.413670063018799,0.35298389196395874,4.413669586181641,0.35298389196395874,1.0,1.0,1.0,0.12075193473643732,0.3189431873545575
