statistic,overlap_at_N,overlap_at_50,overlap_at_100,overlap_at_200,overlap_at_500,precision_at_N,precision_at_50,precision_at_100,precision_at_200,precision_at_500,de_spearman_sig,de_direction_match,de_spearman_lfc_sig,de_sig_genes_recall,de_nsig_counts_real,de_nsig_counts_pred,pr_auc,roc_auc,pearson_delta,mse,mae,mse_delta,mae_delta,discrimination_score_l1,discrimination_score_l2,discrimination_score_cosine,pearson_edistance,clustering_agreement
count,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0
null_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.21719673034006706,0.026897293071435555,0.06283396853317698,0.0923364284797497,0.1561639158815763,0.32430640348387774,0.02689533861037819,0.06289357959542656,0.09237027264731748,0.15410729991204922,0.17273623458065468,0.4815740361710774,0.3335192371574423,0.9934652231498912,650.1776605101144,1993.1354441512754,0.3216598469601903,0.4910535078209746,0.16952318501746383,0.13614333470138207,0.11230856336803947,0.1361433347505284,0.11230856339425084,0.5726243435602184,0.5493982296914607,0.5645061105270934,0.11989126648274731,0.1836099834030683
std,0.11979653859291681,0.024998500540835505,0.026019620916364065,0.023272358411811096,0.04031662216848628,0.11661332908705008,0.024998953240315376,0.025902378403952694,0.02309535338333125,0.04254855252137697,1.2379847427777154e-17,0.09994478141944264,0.21972827825155108,0.005169665661501926,232.5990136596402,17.791019395396656,0.11715922577141051,0.01024350680293764,0.24026231588378166,0.15433968042998303,0.034905199837273165,0.15433968201487272,0.03490519967296645,0.2914389068332191,0.28777131898725095,0.29934430808302304,6.189923713888577e-18,0.0
min,0.0,0.0,0.0,0.0,0.0,0.022460438999489536,0.0,0.0,0.02,0.02,0.17273623458065474,0.15454545454545454,-0.46797582526815246,0.9491525423728814,42.0,1806.0,0.02345792964789763,0.45123839009287925,-0.7523617148399353,0.04941380396485329,0.08359073102474213,0.04941380396485329,0.08359073102474213,0.0017590149516271136,0.0017590149516271136,0.0026385224274406704,0.11989126648274731,0.1836099834030683
25%,0.13765182186234817,0.0,0.05,0.08,0.1297709923664122,0.24512256128064033,0.0,0.05,0.08,0.126,0.17273623458065474,0.40540540540540543,0.17597893024141734,0.9911727616645649,491.0,1994.0,0.24120922327590016,0.48646209386281586,-0.004594826139509678,0.08206441253423691,0.0980321392416954,0.08206441253423691,0.0980321392416954,0.3289357959542656,0.3051890941072999,0.2946350043975374,0.11989126648274731,0.1836099834030683
50%,0.17434210526315788,0.02,0.06,0.09,0.152,0.3029544316474712,0.02,0.06,0.09,0.15,0.17273623458065474,0.48758465011286684,0.33786170440479585,0.9946380697050938,609.0,1996.0,0.2998051519985674,0.49122795454058604,0.21016086637973785,0.09780966490507126,0.10328109562397003,0.09780966490507126,0.10328109562397003,0.6024626209322779,0.5813544415127528,0.594547053649956,0.11989126648274731,0.1836099834030683
75%,0.2616822429906542,0.04,0.08,0.105,0.18085106382978725,0.38357536304456685,0.04,0.08,0.105,0.18,0.17273623458065474,0.5540275049115914,0.5098180203251255,0.9969742813918305,769.0,1997.0,0.38121040721503396,0.4947696031814645,0.33997514843940735,0.12866266071796417,0.11329048126935959,0.12866266071796417,0.11329049617052078,0.8460861917326297,0.8056288478452067,0.8522427440633246,0.11989126648274731,0.1836099834030683
max,0.7967980295566502,0.18,0.16,0.185,0.318,0.811623246492986,0.18,0.16,0.185,0.318,0.17273623458065474,0.7662538699690402,0.763831845838408,1.0,1624.0,2000.0,0.8103972563065802,0.5813816333479255,0.8073337078094482,1.878515362739563,0.37576714158058167,1.878515362739563,0.37576714158058167,1.0,1.0,1.0,0.11989126648274731,0.1836099834030683
